Charger_ID,Vehicle_ID,Energy_kWh,Duration_min,Source,Fleet_ID
CH004,EV011,10.770238008765771,33.40211136887494,Vehicle,
CH015,EV011,36.968354491913466,88.60039704874791,Vehicle,
CH015,,30.23492525083246,50.88827651021733,Vehicle,
CH019,EV011,24.55532263271636,50.20893937869419,,
CH019,EV011,27.23974901055856,49.638123693349954,Vehicle,
CH019,EV011,15.996087621612988,52.97127141151783,Vehicle,
CH007,EV011,44.56601583693461,47.834593821140864,Vehicle,
CH007,EV011,26.03376945580182,41.39506989679646,Vehicle,
CH019,EV011,25.875158356839144,41.79711588139412,Vehicle,
CH019,EV011,30.806132991189536,49.50870094676002,Vehicle,
CH019,EV011,28.848073853893705,41.84862843299352,Vehicle,
CH015,EV011,,39.30731325984253,Vehicle,
CH007,EV011,18.676204356437506,51.596453415378456,Vehicle,
CH015,EV011,143.85873428543982,46.17534173868717,Vehicle,
CH015,EV011,40.05619597180027,72.55989482874033,Vehicle,
CH019,EV011,35.76336036923982,10.235452874104825,Vehicle,
CH019,EV011,37.74549301311518,66.37260277883692,Vehicle,
CH004,EV011,20.91027458855052,,Vehicle,
CH004,EV011,17.083161437931352,18.89914651387776,Vehicle,
CH015,EV011,23.99370463920281,44.85968608879477,Vehicle,
CH007,EV011,25.44579929830956,44.428387010063126,Vehicle,
CH011,EV002,24.72252090090575,,Vehicle,
CH011,EV002,26.873717860292167,67.82589910172126,Vehicle,
CH011,EV002,37.40400394251262,87.90398638810433,Vehicle,
CH011,EV002,17.013167674089672,42.03696840619519,Vehicle,
,EV002,,42.658408362226666,Vehicle,
CH011,EV002,23.288089246195927,65.66241315603608,Vehicle,
CH011,EV002,24.604290322780532,60.22837234439467,Vehicle,
CH011,EV002,30.39855593733283,77.7006098860405,Vehicle,
CH011,EV002,16.01822382750161,58.75892277988946,Vehicle,
CH011,,28.059277969472404,44.6106186381941,Vehicle,
CH011,EV002,26.33161766570445,58.85982246038464,Vehicle,
CH011,EV002,28.939610112065196,66.63055370874362,Vehicle,
CH011,EV002,27.313349151262543,62.30723271796046,Vehicle,
CH011,EV002,44.64240111928716,57.609110466609465,Vehicle,
CH011,EV002,19.898080125989477,66.00012034383731,Vehicle,
,EV002,20.75202435998546,67.5394338566851,Vehicle,
CH011,EV002,20.014875788601884,70.7323848655629,Vehicle,
CH011,EV002,20.55618304671796,59.73064831384464,Vehicle,
CH011,EV002,19.90090298154786,47.493228795247184,Vehicle,
CH011,EV002,34.51213224886041,52.20070529649984,Vehicle,
CH011,EV002,36.36403398391884,68.09763449762535,Vehicle,
CH011,EV002,20.43402965000419,37.74596493519146,Vehicle,
CH011,EV002,18.34115541516617,55.53009963309352,Vehicle,
CH011,EV002,28.771324451091232,44.09991781508959,Vehicle,
CH011,EV002,,50.431172344022265,Vehicle,
CH011,EV002,30.063454542044084,69.17677793910948,Vehicle,
CH011,EV002,26.6233841668104,52.86648602029855,Vehicle,
CH011,EV002,12.874047080022144,50.69654822234223,Vehicle,
CH011,EV002,37.38004161064049,29.60215788530121,Vehicle,
CH011,EV002,39.36702138476417,61.19380349040832,,
CH011,EV002,20.09769047612491,59.68226271711613,Vehicle,
CH011,EV002,21.898387520512127,,Vehicle,
CH011,EV002,27.28692312579924,45.38332647570499,Vehicle,
CH011,,27.6756543198962,53.287254914959085,Vehicle,
CH011,EV002,30.268354181382644,53.74075525566133,Vehicle,
CH011,EV002,41.0816363101308,73.66179919645211,Vehicle,
CH011,EV002,23.584422180047603,48.57056701419572,Vehicle,
CH011,EV002,18.61362204369237,54.185322886555085,Vehicle,
CH011,EV002,13.965446175883782,59.11844764574809,Vehicle,
CH011,EV002,19.15255968046465,52.79913684734537,Vehicle,
CH011,EV002,24.73498421700962,43.30349578174208,Vehicle,
CH011,EV002,39.35646290814231,52.911349893474615,Vehicle,
CH011,EV002,20.85910960771063,66.10447624789659,,
CH011,EV002,133.95151806555594,34.602270508834096,Vehicle,
CH029,EV018,14.518624565523991,,Submeter,Fleet02
CH026,EV044,12.799745587028529,29.294993963768228,Submeter,Fleet02
CH008,EV044,27.97252531612486,35.10371863429663,Submeter,Fleet02
CH023,EV040,15.76519325840836,54.40771187988216,Submeter,Fleet02
CH029,EV013,15.043038252718464,35.175126064616904,Submeter,Fleet02
CH007,EV013,9.233049431981426,42.75366850002976,Submeter,Fleet02
CH015,EV033,16.805191261552487,50.50052099024552,Submeter,Fleet02
,EV019,13.38455103296251,35.31655545136365,Submeter,Fleet02
CH015,EV007,28.21007580068185,46.0537550614596,Submeter,Fleet02
CH026,EV007,25.04908544671317,31.659745050817957,Submeter,Fleet02
CH007,EV032,,38.98632356048786,Submeter,
CH029,EV033,31.262179026721544,48.19781934142537,Submeter,Fleet02
CH029,EV044,24.90882743495797,29.070062664683302,Submeter,Fleet02
CH007,EV033,18.37584308245689,49.40474737960399,Submeter,Fleet02
CH029,EV033,7.5029714256321345,44.80362201073319,,Fleet02
CH026,,31.45471286295371,,Submeter,Fleet02
CH008,EV013,13.05213766618202,47.23914134064661,Submeter,Fleet02
CH026,EV033,11.77300626521554,58.64140429973844,Submeter,Fleet02
CH015,EV018,25.1128521600482,46.25224502647907,Submeter,Fleet02
CH026,EV007,32.19876203169636,40.70594458874747,Submeter,Fleet02
CH015,EV032,26.92136409255259,46.22297503032284,Submeter,
CH029,EV018,22.8195456002618,50.43298029036388,Submeter,Fleet02
CH008,EV032,22.97377170832643,45.48860070325704,Submeter,Fleet02
CH029,EV040,,45.405916912038826,Submeter,Fleet02
CH023,EV032,23.794642948933827,37.980083121932445,Submeter,Fleet02
CH029,EV007,21.40595711984688,38.37099082449052,Submeter,Fleet02
,,20.52100551975938,30.973947282003067,Submeter,Fleet02
CH029,EV033,19.687034360502388,62.4957674318694,Submeter,Fleet02
CH029,EV042,16.23017705566662,32.56136764608715,Submeter,Fleet02
CH008,EV040,92.98312307833064,38.07094802204092,Submeter,Fleet02
CH029,EV044,11.535215929023073,37.81592734430802,Submeter,Fleet02
CH008,EV041,19.50830186602625,53.949243769444415,Submeter,Fleet02
CH007,EV032,15.057044464245411,42.05050321707972,,Fleet02
CH023,EV042,14.482053413921143,57.477420726737336,Submeter,Fleet02
CH008,EV033,20.899470755767396,38.26509375756132,Submeter,Fleet02
CH015,EV013,26.960011431723,47.78994162223802,Submeter,Fleet02
CH001,EV044,,,Vehicle,
CH001,EV044,26.46687935823325,29.793105657054557,Vehicle,
CH001,EV044,24.877521206616034,35.42578942234023,Vehicle,
CH001,EV044,29.634331996808708,68.00620861916639,Vehicle,
CH001,EV044,25.956642947313227,40.14658581542906,Vehicle,
CH001,EV044,17.215448472947557,34.296335259770906,Vehicle,
CH001,EV044,34.572572013315934,58.049791287909294,Vehicle,
CH001,EV044,23.73176341578424,67.78556231994496,Vehicle,
CH001,EV044,24.781563683920545,60.784299659976,Vehicle,
,EV044,17.533856327414433,64.94071528708724,Vehicle,
CH001,EV044,21.45374199046792,,Vehicle,
CH001,EV044,17.921578287784794,28.672839998872345,Vehicle,
CH001,EV044,23.61643152061261,72.5200047793323,Vehicle,
CH001,EV044,38.69366784113875,45.15980241736796,Vehicle,
CH001,EV044,14.02479085654915,46.23750475317429,Vehicle,
CH001,EV044,12.091508816986073,69.92291212773587,Vehicle,
CH001,,36.76936261994887,58.343450141009896,Vehicle,
CH001,EV044,23.32541058278507,56.83831658122411,Vehicle,
CH001,EV044,19.647418090720667,82.47503517351626,Vehicle,
CH001,EV044,33.31923749916861,40.347226544297854,Vehicle,
CH001,,20.155075682105085,63.91760192121856,Vehicle,
,EV044,39.60807770837549,50.855196873456265,Vehicle,
CH001,EV044,,54.02888418294886,Vehicle,
CH001,EV044,21.09670873483438,72.92702639618798,Vehicle,
CH001,EV044,211.29232853062013,57.61753634434436,Vehicle,
CH001,EV044,20.15428061597329,58.07444118574449,Vehicle,
CH001,EV044,30.93676297607445,66.08761005964703,Vehicle,
CH001,EV044,27.394340643251937,44.52570905685672,Vehicle,
CH001,EV044,35.413930315190385,37.4118549899149,,
CH001,EV044,37.49208957381482,34.327862089684494,,
CH001,EV044,25.25603319252613,20.504651159359973,Vehicle,
CH001,EV044,18.972657037230533,80.84310694910484,Vehicle,
CH001,EV044,28.679777143512933,33.451874514174754,Vehicle,
CH001,EV044,19.57827704198315,46.68119564621342,Vehicle,
CH001,EV044,41.10709798021298,45.84780050166619,Vehicle,
CH001,EV044,26.0922826486619,54.61110046713651,Vehicle,
CH001,EV044,22.07742758950313,62.23605818808945,Vehicle,
CH017,EV040,36.191542610051975,40.89754841301294,EVSE,
CH017,EV040,252.8747734855849,68.47198131186923,EVSE,
CH017,EV040,30.20793707675408,101.25049838486292,EVSE,
CH017,EV040,22.71997058770865,38.64934171491454,EVSE,
CH017,,28.1710355889516,60.48438913345516,EVSE,
CH017,EV040,43.74876419148185,88.24441110830858,EVSE,
CH017,EV035,23.540358208754647,58.4071721750857,,
CH017,EV029,22.008079933497463,69.04743592499467,EVSE,
CH017,EV040,25.17256477817968,38.75212943706241,EVSE,
CH017,EV035,,68.56614194415297,EVSE,
CH017,EV029,31.22670315994796,,EVSE,
CH017,EV035,,79.71459991359725,EVSE,
CH017,EV040,33.23079273116029,83.74772103129501,EVSE,
CH017,EV040,27.476464978737123,111.79127284037229,EVSE,
CH017,EV040,27.08188731084456,71.59266346427151,EVSE,
CH017,EV040,14.36809191303343,66.51592633164333,EVSE,
CH017,EV029,38.83109777147159,63.88768603154672,EVSE,
CH017,EV029,29.22162802987198,52.93667414378624,EVSE,
CH017,EV035,28.195200864093746,66.76967686923382,EVSE,
CH017,EV040,61.93107567844861,54.091971797219415,EVSE,
CH017,EV035,32.98752908365686,63.36921952539229,EVSE,
CH017,EV029,22.48208949904816,86.3519507121592,EVSE,
CH017,EV040,25.73642403794457,39.86914869440717,EVSE,
CH017,EV040,41.48445709196755,82.7975712225809,EVSE,
CH017,EV029,31.132704105377645,86.34230134679731,EVSE,
,EV029,15.617220216826333,57.63862946017842,EVSE,
CH017,EV029,39.19228934575204,17.56290201982811,EVSE,
CH017,,23.31855914461006,47.84356025811135,EVSE,
CH017,EV029,48.73297776217545,,EVSE,
CH017,EV040,40.80048065714649,59.54263875402236,EVSE,
CH017,EV029,25.526781043412488,40.01395535410178,,
CH017,EV040,42.81016361735113,49.90450157543565,EVSE,
CH017,EV040,30.678555105274032,76.81240053009105,EVSE,
CH017,EV029,38.52773675122219,70.9346713640276,EVSE,
CH017,EV029,34.84732817294475,55.22135801660611,EVSE,
,EV040,21.536433450091263,52.663511763706246,EVSE,
CH017,EV029,23.56450167682538,52.16483701912356,EVSE,
CH017,EV029,40.29960817581161,41.55179631002995,EVSE,
CH017,EV029,26.652246678934592,92.30751378938884,EVSE,
CH017,EV035,25.963515367580037,53.5535906157732,EVSE,
CH024,EV036,,44.707371863150215,Submeter,Fleet02
CH020,EV024,21.84821096099047,56.26050250772168,Submeter,Fleet02
CH023,,19.46348927997885,44.48606276411514,Submeter,Fleet02
CH019,EV034,22.238584629051388,27.269675317931185,Submeter,Fleet02
,EV034,12.145619239657504,57.61921500713992,Submeter,Fleet02
CH004,EV036,14.366162655450974,35.94267699137381,Submeter,Fleet02
CH026,EV032,14.030374968004722,38.4623366135118,Submeter,Fleet02
CH004,EV029,20.714715473818533,39.04338705956508,Submeter,Fleet02
CH024,EV034,28.66257499742546,58.74438093170817,Submeter,Fleet02
CH024,EV032,31.15650073096316,23.643257860213044,Submeter,
CH026,EV024,23.190255507203787,76.37748533659993,Submeter,Fleet02
CH020,EV044,22.50422237472229,55.56056809066052,Submeter,Fleet02
CH020,EV024,10.994711329236305,47.2323891412916,Submeter,Fleet02
CH024,EV036,17.28663100132989,44.451059993837134,Submeter,Fleet02
CH024,EV014,16.061081240458805,47.85554074857657,Submeter,Fleet02
CH019,EV014,16.89576200874442,50.211224283793385,Submeter,Fleet02
CH020,EV014,19.15928090707605,51.45215585950057,Submeter,Fleet02
CH026,EV024,17.639547111514364,50.55604466003449,Submeter,Fleet02
CH020,EV034,10.10350094812106,45.895806812552486,,Fleet02
CH019,EV044,23.73955128058767,43.02661579692674,Submeter,Fleet02
CH004,EV014,14.636284871300967,43.487267163464885,Submeter,
CH024,EV036,,43.05091719647319,Submeter,Fleet02
CH024,EV036,30.370413348749867,56.337700968670646,Submeter,Fleet02
CH019,EV014,15.403077042067885,50.935567222808615,Submeter,Fleet02
CH026,EV014,7.348562386268352,15.596113653357197,Submeter,Fleet02
CH024,EV044,18.569978890599447,51.55900776529761,Submeter,Fleet02
CH023,EV014,25.504798174992857,46.94736194718775,Submeter,Fleet02
CH024,EV044,29.791737271102967,44.81291243554102,Submeter,Fleet02
CH023,EV036,13.852252027737917,41.11481546911114,Submeter,Fleet02
CH019,EV014,22.483496116182607,,Submeter,Fleet02
CH019,EV024,17.673447716099734,54.475264621228575,Submeter,Fleet02
CH024,EV029,19.47025822847932,37.27122332176391,,Fleet02
CH020,EV024,33.221716735085174,49.07052287124535,Submeter,Fleet02
CH023,EV036,12.485148358024231,35.28343265458714,Submeter,Fleet02
CH026,EV044,21.268698307472867,31.20381835211069,Submeter,Fleet02
CH024,EV024,22.338465858827167,38.73282775410035,Submeter,Fleet02
CH026,EV044,25.428931624696737,53.62393472382759,Submeter,Fleet02
CH024,EV024,102.4495788367724,54.53125045376087,Submeter,Fleet02
CH020,EV024,21.54025269752051,50.13085420097293,Submeter,Fleet02
CH020,,18.041757162891045,52.25095786847997,Submeter,Fleet02
CH020,EV034,21.345634706225532,50.16178287114958,Submeter,Fleet02
CH004,EV024,18.28403862251295,38.58518404777048,Submeter,Fleet02
CH020,EV014,23.10785944928025,49.31922544673941,Submeter,Fleet02
,EV029,18.15194831978183,53.00409525227683,Submeter,Fleet02
CH019,EV036,21.885501969510933,,Submeter,Fleet02
CH017,EV012,15.980138005965111,51.66166065471662,Submeter,Fleet01
CH015,EV039,23.730440597698426,61.69228754640302,Submeter,Fleet01
,EV029,14.57271961551892,69.34408633237682,Submeter,Fleet01
CH010,EV050,23.54210521447291,38.50178521859179,,Fleet01
CH024,,28.41773249389225,46.33959907165645,Submeter,Fleet01
CH015,EV041,17.36439307292442,58.66836460605445,Submeter,Fleet01
CH010,EV007,10.332794466070094,36.55720981477005,Submeter,Fleet01
CH024,,28.443969566549526,39.17888406209572,Submeter,Fleet01
CH017,EV039,24.631221607624457,39.11961421541125,Submeter,Fleet01
CH008,EV012,17.63214383114346,44.71909686591978,Submeter,Fleet01
CH014,EV016,18.91023973365677,42.7987631971003,Submeter,Fleet01
CH007,EV017,14.44673901875157,39.06204677743676,Submeter,Fleet01
CH028,EV045,135.506423311049,35.342425843937406,Submeter,Fleet01
CH007,EV009,17.326421960946774,53.11940328395292,Submeter,Fleet01
CH017,EV050,12.906457312262631,58.37831020966117,Submeter,Fleet01
CH010,EV016,21.06822940756236,59.82714794172415,Submeter,Fleet01
CH028,EV009,,40.18926442615516,Submeter,Fleet01
,EV045,14.84992712068446,53.537246722572775,Submeter,Fleet01
CH017,EV007,17.849503981190274,47.36325902727776,Submeter,Fleet01
CH028,EV007,20.431776577501854,39.29328651386675,Submeter,
CH017,EV029,13.094451220426263,52.34218218708196,Submeter,Fleet01
CH008,EV045,26.92574462606162,38.83394945954503,Submeter,
CH017,EV045,23.385798560328936,41.23823397218312,Submeter,Fleet01
CH014,EV009,18.173185046136343,31.2327029749637,,Fleet01
CH015,EV016,15.48328256851501,40.35778902566774,Submeter,Fleet01
CH024,EV041,,,Submeter,Fleet01
CH028,EV009,24.49717520377861,60.68934495677496,Submeter,Fleet01
CH008,EV017,23.7229201359984,41.46504553798313,Submeter,Fleet01
CH014,EV007,25.29252150225589,34.61830852913066,Submeter,Fleet01
CH017,EV007,17.59811254509839,59.97368970934125,Submeter,Fleet01
CH008,EV029,5.375374104016615,,Submeter,Fleet01
CH014,EV017,26.239055989581235,27.51618343859135,Submeter,Fleet01
CH015,EV007,19.16401928463824,46.33093735136784,Submeter,Fleet01
CH012,,2.4405525439726325,74.51292899865764,Vehicle,
CH008,EV013,29.65958499723865,27.82779368297507,Vehicle,
CH012,EV013,40.72273169377668,33.02879583104587,Vehicle,
CH012,EV013,29.318242071935657,,Vehicle,
CH030,EV013,17.338334008882093,63.38884275671528,Vehicle,
CH012,EV013,30.199692529231097,22.587884689205147,,
CH012,EV013,33.47584424138671,49.17787047623783,Vehicle,
CH030,EV013,29.099732129523098,42.88731265130532,Vehicle,
CH030,EV013,24.40698314855965,69.88947011427851,Vehicle,
,EV013,23.062806193408555,24.846372890461183,Vehicle,
CH030,EV013,23.029521957065544,51.38810923240433,Vehicle,
CH008,EV013,,44.09585843977109,Vehicle,
CH030,EV013,13.743008039522977,72.04698389415933,Vehicle,
CH030,EV013,22.025014713156747,58.96478969529875,Vehicle,
CH008,EV013,37.76487858408758,41.212765111133976,Vehicle,
CH005,EV046,27.32088619376219,44.571766186884254,Submeter,Fleet02
CH024,EV045,24.98429386732904,45.58022734808395,Submeter,Fleet02
CH006,EV029,21.40318202245068,53.484308822052846,Submeter,Fleet02
CH005,EV046,28.793102420975668,22.53110666015395,Submeter,Fleet02
CH005,EV007,21.860527363034315,38.93299705234704,Submeter,Fleet02
,EV029,21.945795978339643,47.11283692279473,Submeter,Fleet02
CH005,EV029,19.734396734912277,57.000789564268615,Submeter,Fleet02
CH005,EV026,26.117844412093135,40.08097552493795,Submeter,Fleet02
CH005,EV029,25.482346169054416,26.23447293958126,Submeter,Fleet02
CH006,EV004,16.871613562518938,51.19711445966136,Submeter,Fleet02
CH024,EV029,,38.646376111743706,Submeter,Fleet02
CH005,EV004,18.98509681302172,33.103333409096386,,Fleet02
CH005,,15.999807178011768,,Submeter,Fleet02
CH006,EV004,19.682377126923225,43.1547464234415,Submeter,
CH024,EV046,26.18719067342069,38.95255335461788,Submeter,Fleet02
CH027,EV007,17.71349172456605,22.944339429009307,Submeter,Fleet02
CH026,EV029,27.67087973254828,63.27847224483487,Vehicle,
CH020,EV029,36.45093425464947,41.1146606652192,Vehicle,
CH026,EV029,33.65413382138263,51.85321543933374,Vehicle,
CH024,,14.50224645254875,79.31236150625429,Vehicle,
CH024,EV029,29.976559922448388,42.41379943607095,Vehicle,
CH020,EV029,35.63146655628328,34.11638619415099,Vehicle,
,EV029,28.09446816551362,72.22495103693899,Vehicle,
CH024,EV029,33.72784340148773,79.43880785796192,Vehicle,
CH020,EV029,41.09816356560612,50.05543507771771,Vehicle,
CH026,EV029,33.18967636885585,65.17194553112535,Vehicle,
CH024,EV029,26.99446876513383,70.12213873296321,Vehicle,
CH020,EV029,33.36070779267803,38.86273651192424,Vehicle,
CH024,EV029,26.15910266477513,42.72041246948198,Vehicle,
CH024,EV029,25.191224346279643,,Vehicle,
CH024,EV029,22.18868611429014,75.27521418062764,Vehicle,
CH024,EV029,37.50730687065686,58.44321290261532,Vehicle,
CH020,EV029,18.452570672463988,36.80278469746919,Vehicle,
CH020,EV029,37.25894179742493,79.80591667549162,Vehicle,
CH020,EV029,28.99891298992297,42.03543653282053,Vehicle,
CH024,EV029,,44.97293328242822,,
CH024,EV029,27.94119434393137,55.135067517344325,Vehicle,
CH024,EV029,8.199787938787008,73.31240631072161,Vehicle,
CH020,EV029,30.004064134648285,62.80963964828335,Vehicle,
CH002,EV005,31.42092245620345,36.86928030324542,EVSE,
CH002,EV010,35.747012616653485,72.1177109591454,EVSE,
CH002,EV005,37.42152804376457,82.55424016389759,EVSE,
CH002,EV005,39.98816644778151,,EVSE,
CH002,EV010,43.72116846572371,31.310693163006263,EVSE,
CH002,EV005,36.07245453683406,38.8533436565054,EVSE,
,,48.87335898894416,51.357525813518926,EVSE,
CH002,EV030,31.19502521264682,91.292394823215,EVSE,
CH002,EV010,28.266788457494524,55.064986758022485,EVSE,
CH002,EV005,36.0730736336004,50.628621544036,EVSE,
CH002,EV010,27.835888250074117,26.530304006477703,EVSE,
CH002,EV005,48.525647287750495,46.86630419779778,,
CH002,EV030,41.30983473135212,35.3412729201834,EVSE,
CH002,EV010,37.50278144199514,39.936403381544,EVSE,
CH002,EV030,,62.39901360317485,EVSE,
CH002,EV005,25.92522828585137,51.97671588777645,,
,EV005,37.0132500456776,93.98988905342692,EVSE,
CH002,EV030,18.72902548153041,81.56006745414953,EVSE,
CH002,,45.34363533441021,47.822321243793226,EVSE,
CH002,EV010,28.223632946146264,41.6636431651897,EVSE,
CH002,EV005,33.05106733240729,87.65283871328386,EVSE,
CH002,EV030,20.903989238067112,93.20084978966966,EVSE,
CH002,EV030,37.22986263119221,16.115035129089357,EVSE,
CH002,EV010,,61.85715247943403,EVSE,
CH002,EV010,36.49228790305098,54.96243384206546,EVSE,
CH002,EV010,37.57393468977389,72.98240280119873,EVSE,
CH002,EV030,23.523678864114597,98.85336248323009,EVSE,
CH002,EV010,18.76470879086005,50.31885961344403,EVSE,
CH002,EV010,45.31899916544545,18.78602970672172,EVSE,
CH002,EV005,28.07700965970918,71.58015400298527,EVSE,
CH002,EV010,32.24848816045638,,EVSE,
CH002,EV010,34.85464524646742,53.9248043696045,EVSE,
CH002,EV030,17.462998701017796,45.89925039720678,EVSE,
CH002,EV030,34.626661368198874,51.254811892446014,EVSE,
